Date,Product,Units Sold,Revenue,Cost,Region,Transportation Cost,Salesperson,Source File
2023-05-31,Round Filter Cap,306,9634.52,7002.57,Hosur,2000,Meera,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-05-31,Tall Cylindrical Shell,409,16474.88,10218.7,Bangalore,1000,Rohit,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-05-31,Flat Top Cover,712,38845.94,28286.98,Hosur,2000,Rohit,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-05-31,White Filter Housing,716,26988.4,17315.87,Chennai,3500,Nikhil,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-05-31,Black Dome Shell,741,23201.29,17353.88,Pune,4500,Meera,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-05-31,Painted Filter Cup,676,29098.12,18721.33,Chennai,3500,Nikhil,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-05-31,ETP Base Plate,579,18354.2,11987.57,Hosur,2000,Nikhil,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-05-31,Perforated Disc,522,17076.72,10662.94,Bangalore,1000,Rohit,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-06-30,Round Filter Cap,659,26029.24,17349.4,Hosur,2000,Arjun,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-06-30,Tall Cylindrical Shell,363,13976.88,9807.32,Bangalore,1000,Kavya,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-06-30,Flat Top Cover,341,11541.11,7951.68,Chennai,3500,Kavya,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-06-30,White Filter Housing,294,14833.67,10058.73,Bangalore,1000,Rohit,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-06-30,Black Dome Shell,289,11056.24,7944.31,Bangalore,1000,Meera,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-06-30,Painted Filter Cup,935,35618.5,23573.15,Hosur,2000,Meera,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-06-30,ETP Base Plate,654,26881.33,17171.99,Chennai,3500,Kavya,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-06-30,Perforated Disc,250,12442.72,7558.99,Pune,4500,Nikhil,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-07-30,Round Filter Cap,544,17792.48,11577.98,Faridabad,7000,Kavya,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-07-30,Tall Cylindrical Shell,926,55119.3,36954.58,Bangalore,1000,Kavya,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-07-30,Flat Top Cover,473,22014.64,15049.33,Pune,4500,Arjun,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-07-30,White Filter Housing,829,35175.32,21500.63,Pune,4500,Meera,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-07-30,Black Dome Shell,749,36552.7,23229.75,Hosur,2000,Arjun,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-07-30,Painted Filter Cup,796,33076.3,23638.57,Hosur,2000,Kavya,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-07-30,ETP Base Plate,452,26425.03,16902.9,Chennai,3500,Arjun,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-07-30,Perforated Disc,460,23120.23,16629.14,Bangalore,1000,Rohit,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-08-29,Round Filter Cap,474,27777.55,18755.21,Hosur,2000,Kavya,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-08-29,Tall Cylindrical Shell,257,11221.72,7776.26,Chennai,3500,Rohit,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-08-29,Flat Top Cover,566,24306.01,15020.58,Bangalore,1000,Rohit,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-08-29,White Filter Housing,411,13110.68,8404.06,Bangalore,1000,Kavya,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-08-29,Black Dome Shell,657,32988.68,21523.95,Bangalore,1000,Meera,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-08-29,Painted Filter Cup,761,34755.06,24797.26,Hosur,2000,Meera,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-08-29,ETP Base Plate,574,20295.78,14829.32,Bangalore,1000,Rohit,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-08-29,Perforated Disc,485,27982.35,17018.17,Hosur,2000,Rohit,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-09-28,Round Filter Cap,662,30913.49,18735.6,Chennai,3500,Kavya,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-09-28,Tall Cylindrical Shell,620,29329.21,18183.66,Faridabad,7000,Rohit,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-09-28,Flat Top Cover,522,24285.35,18067.79,Pune,4500,Rohit,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-09-28,White Filter Housing,846,35784.66,22171.21,Faridabad,7000,Meera,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-09-28,Black Dome Shell,910,37917.88,23114.72,Hosur,2000,Kavya,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-09-28,Painted Filter Cup,665,32970.92,21536.18,Chennai,3500,Arjun,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-09-28,ETP Base Plate,291,10762.18,6523.8,Faridabad,7000,Kavya,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-09-28,Perforated Disc,669,39334.06,25531.65,Chennai,3500,Rohit,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-10-28,Round Filter Cap,553,17925.13,12249.65,Hosur,2000,Rohit,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-10-28,Tall Cylindrical Shell,811,43800.79,26772.97,Hosur,2000,Nikhil,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-10-28,Flat Top Cover,257,13483.15,8583.92,Pune,4500,Arjun,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-10-28,White Filter Housing,406,21670.3,15512.39,Bangalore,1000,Nikhil,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-10-28,Black Dome Shell,939,42504.66,30011.79,Bangalore,1000,Meera,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-10-28,Painted Filter Cup,399,21557.43,15419.01,Faridabad,7000,Rohit,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-10-28,ETP Base Plate,321,13232.66,9094.44,Chennai,3500,Meera,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-10-28,Perforated Disc,836,31911.79,19159.26,Pune,4500,Rohit,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-11-27,Round Filter Cap,307,10918.44,7093.74,Chennai,3500,Rohit,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-11-27,Tall Cylindrical Shell,724,25646.02,17112.89,Chennai,3500,Arjun,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-11-27,Flat Top Cover,742,37813.21,24275.54,Faridabad,7000,Nikhil,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-11-27,White Filter Housing,554,27421.21,18190.39,Faridabad,7000,Kavya,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-11-27,Black Dome Shell,307,15771.56,11088.78,Bangalore,1000,Arjun,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-11-27,Painted Filter Cup,840,48469.2,35574.74,Hosur,2000,Meera,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-11-27,ETP Base Plate,376,19186.09,12630.15,Bangalore,1000,Meera,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-11-27,Perforated Disc,884,36785.15,23170.59,Pune,4500,Kavya,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-01-01,Round Filter Cap,743,23621.55,16938.54,Bangalore,1000,Kavya,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-01-01,Tall Cylindrical Shell,598,34923.65,26117.81,Chennai,3500,Kavya,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-01-01,Flat Top Cover,455,25944.39,17525.02,Pune,4500,Rohit,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-01-01,White Filter Housing,288,14957.95,11036.85,Hosur,2000,Kavya,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-01-01,Black Dome Shell,883,28427.75,18660.97,Pune,4500,Nikhil,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-01-01,Painted Filter Cup,530,28999.17,20298.85,Bangalore,1000,Rohit,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-01-01,ETP Base Plate,856,33050.91,22752.19,Hosur,2000,Nikhil,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-01-01,Perforated Disc,729,29676.7,18526.85,Bangalore,1000,Kavya,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-01-31,Round Filter Cap,741,26576.09,18771.46,Faridabad,7000,Kavya,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-01-31,Tall Cylindrical Shell,434,23186.93,14379.07,Chennai,3500,Rohit,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-01-31,Flat Top Cover,464,14505.58,8786.75,Chennai,3500,Nikhil,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-01-31,White Filter Housing,499,15905.62,9967.17,Pune,4500,Meera,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-01-31,Black Dome Shell,824,31269.83,20080.9,Chennai,3500,Rohit,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-01-31,Painted Filter Cup,831,47245.52,34264.13,Chennai,3500,Arjun,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-01-31,ETP Base Plate,701,39783.48,29483.24,Chennai,3500,Nikhil,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-01-31,Perforated Disc,513,28625.17,18604.49,Hosur,2000,Nikhil,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-03-02,Round Filter Cap,261,9789.39,6227.31,Pune,4500,Meera,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-03-02,Tall Cylindrical Shell,478,18303.53,13062.57,Chennai,3500,Meera,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-03-02,Flat Top Cover,536,28439.14,20724.45,Bangalore,1000,Rohit,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-03-02,White Filter Housing,287,16848.45,10907.61,Hosur,2000,Meera,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-03-02,Black Dome Shell,839,40600.43,26633.08,Bangalore,1000,Arjun,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-03-02,Painted Filter Cup,601,24917.35,18240.35,Hosur,2000,Rohit,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-03-02,ETP Base Plate,924,46846.92,33505.54,Hosur,2000,Kavya,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-03-02,Perforated Disc,491,23520.66,16657.41,Hosur,2000,Meera,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-04-01,Round Filter Cap,721,32974.74,23621.6,Pune,4500,Rohit,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-04-01,Tall Cylindrical Shell,721,42371.46,28547.29,Pune,4500,Rohit,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-04-01,Flat Top Cover,549,22645.37,14351.84,Hosur,2000,Meera,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-04-01,White Filter Housing,603,34478.43,25155.64,Faridabad,7000,Rohit,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-04-01,Black Dome Shell,348,17417.85,11351.52,Pune,4500,Arjun,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-04-01,Painted Filter Cup,788,43262.88,29409.99,Chennai,3500,Nikhil,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-04-01,ETP Base Plate,414,14755.42,9292.66,Faridabad,7000,Rohit,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-04-01,Perforated Disc,708,34198.19,24599.9,Hosur,2000,Meera,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-05-01,Round Filter Cap,697,38826.96,28221.16,Chennai,3500,Meera,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-05-01,Tall Cylindrical Shell,535,24109.59,14894.04,Faridabad,7000,Kavya,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-05-01,Flat Top Cover,305,12404.7,8178.65,Bangalore,1000,Arjun,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-05-01,White Filter Housing,294,15059.71,10570.45,Faridabad,7000,Rohit,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-05-01,Black Dome Shell,807,36734.05,27523.33,Pune,4500,Kavya,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-05-01,Painted Filter Cup,842,32245.65,22937.46,Faridabad,7000,Kavya,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-05-01,ETP Base Plate,452,24048.66,16267.71,Faridabad,7000,Arjun,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-05-01,Perforated Disc,776,30623.54,21574.75,Pune,4500,Arjun,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-05-31,Round Filter Cap,606,28602.12,19017.97,Pune,4500,Arjun,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-05-31,Tall Cylindrical Shell,616,31870.75,21780.69,Pune,4500,Nikhil,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-05-31,Flat Top Cover,871,47023.54,30566.72,Pune,4500,Rohit,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-05-31,White Filter Housing,876,48873.49,30929.63,Hosur,2000,Nikhil,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-05-31,Black Dome Shell,256,9028.6,5608.65,Faridabad,7000,Meera,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-05-31,Painted Filter Cup,485,27807.64,19612.4,Bangalore,1000,Meera,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-05-31,ETP Base Plate,333,20006.34,14163.59,Chennai,3500,Meera,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-05-31,Perforated Disc,849,35052.85,22137.23,Bangalore,1000,Nikhil,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-06-30,Round Filter Cap,601,33492.79,24012.44,Pune,4500,Arjun,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-06-30,Tall Cylindrical Shell,299,16575.47,10481.47,Chennai,3500,Meera,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-06-30,Flat Top Cover,586,23677.72,14575.45,Bangalore,1000,Nikhil,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-06-30,White Filter Housing,603,29569.67,20756.87,Pune,4500,Rohit,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-06-30,Black Dome Shell,547,21830.81,15052.79,Bangalore,1000,Nikhil,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-06-30,Painted Filter Cup,452,18508.67,11583.8,Chennai,3500,Rohit,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-06-30,ETP Base Plate,671,23453.84,17436.5,Faridabad,7000,Meera,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-06-30,Perforated Disc,613,19239.04,12483.34,Bangalore,1000,Arjun,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-07-30,Round Filter Cap,415,13441.93,9683.24,Chennai,3500,Kavya,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-07-30,Tall Cylindrical Shell,523,18005.67,11333.8,Hosur,2000,Rohit,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-07-30,Flat Top Cover,277,14242.16,10557.89,Chennai,3500,Rohit,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-07-30,White Filter Housing,270,14915.32,9763.97,Faridabad,7000,Kavya,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-07-30,Black Dome Shell,785,25973.44,15595.99,Chennai,3500,Rohit,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-07-30,Painted Filter Cup,448,17180.8,12394.95,Hosur,2000,Nikhil,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-07-30,ETP Base Plate,469,24274.12,17157.59,Faridabad,7000,Rohit,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-07-30,Perforated Disc,651,28959.25,21485.79,Hosur,2000,Meera,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-08-29,Round Filter Cap,882,46360.3,27850.75,Chennai,3500,Arjun,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-08-29,Tall Cylindrical Shell,313,10973.69,7316.22,Hosur,2000,Nikhil,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-08-29,Flat Top Cover,670,23061.92,14262.07,Pune,4500,Arjun,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-08-29,White Filter Housing,540,26728.99,17269.59,Faridabad,7000,Meera,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-08-29,Black Dome Shell,860,45937.12,28895.8,Pune,4500,Kavya,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-08-29,Painted Filter Cup,857,33002.28,20252.77,Hosur,2000,Arjun,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-08-29,ETP Base Plate,436,17180.55,11618.94,Chennai,3500,Nikhil,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-08-29,Perforated Disc,935,47157.22,33176.46,Chennai,3500,Meera,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-09-28,Round Filter Cap,375,22554.65,14719.58,Bangalore,1000,Arjun,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-09-28,Tall Cylindrical Shell,658,39040.44,24896.46,Faridabad,7000,Rohit,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-09-28,Flat Top Cover,272,9063.51,5851.55,Hosur,2000,Rohit,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-09-28,White Filter Housing,652,20375.49,14078.7,Pune,4500,Arjun,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-09-28,Black Dome Shell,813,47339.42,33717.06,Bangalore,1000,Meera,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-09-28,Painted Filter Cup,288,17183.52,10986.33,Faridabad,7000,Arjun,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-09-28,ETP Base Plate,503,24607.37,17757.46,Bangalore,1000,Meera,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-09-28,Perforated Disc,826,38043.62,23646.16,Faridabad,7000,Arjun,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-10-28,Round Filter Cap,655,39160.25,24417.98,Pune,4500,Meera,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-10-28,Tall Cylindrical Shell,669,20873.03,15057.26,Pune,4500,Nikhil,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-10-28,Flat Top Cover,327,15991.71,9842.72,Bangalore,1000,Nikhil,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-10-28,White Filter Housing,671,35267.59,23196.05,Bangalore,1000,Meera,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-10-28,Black Dome Shell,324,19155.79,14141.45,Hosur,2000,Arjun,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-10-28,Painted Filter Cup,927,55919.62,38087.14,Chennai,3500,Meera,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-10-28,ETP Base Plate,402,16711.42,10091.0,Bangalore,1000,Rohit,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-10-28,Perforated Disc,535,21114.3,12939.41,Faridabad,7000,Nikhil,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-11-27,Round Filter Cap,713,25218.23,15392.78,Pune,4500,Nikhil,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-11-27,Tall Cylindrical Shell,304,11359.28,8033.88,Bangalore,1000,Arjun,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-11-27,Flat Top Cover,411,19153.45,14026.53,Bangalore,1000,Arjun,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-11-27,White Filter Housing,681,27570.4,19005.3,Faridabad,7000,Kavya,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-11-27,Black Dome Shell,882,45074.58,33165.16,Bangalore,1000,Meera,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-11-27,Painted Filter Cup,449,26064.21,16185.35,Hosur,2000,Meera,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-11-27,ETP Base Plate,401,17106.5,12695.51,Pune,4500,Meera,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-11-27,Perforated Disc,857,29748.44,22014.42,Bangalore,1000,Meera,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-01-01,Round Filter Cap,269,12822.62,7979.44,Bangalore,1000,Meera,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-01-01,Tall Cylindrical Shell,677,29903.81,22284.3,Pune,4500,Nikhil,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-01-01,Flat Top Cover,260,9546.68,6095.45,Faridabad,7000,Rohit,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-01-01,White Filter Housing,762,26906.88,19725.36,Bangalore,1000,Rohit,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-01-01,Black Dome Shell,357,15836.68,11009.77,Hosur,2000,Arjun,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-01-01,Painted Filter Cup,825,40512.88,26020.69,Faridabad,7000,Nikhil,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-01-01,ETP Base Plate,487,21512.07,13418.02,Hosur,2000,Rohit,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2023-01-01,Perforated Disc,646,24425.79,17154.13,Bangalore,1000,Nikhil,SmartSalesAI_2023_Sheet_Metal_Products_200rows.csv
2024-01-01,Orange Cylinder,326,384618.65,245990.18,Hosur,2500,Mohit,SmartSalesAI_2024_AlGasCylinders_Dummy.csv
2024-01-08,White Cylinder,490,441367.7,238138.33,Pune,3500,Faizan,SmartSalesAI_2024_AlGasCylinders_Dummy.csv
2024-01-15,Silver Cylinder,571,446184.35,107075.6,Hosur,3000,Ritu,SmartSalesAI_2024_AlGasCylinders_Dummy.csv
2024-01-22,White Cylinder,568,651403.3,260388.1,Faridabad,2500,Ritu,SmartSalesAI_2024_AlGasCylinders_Dummy.csv
2024-01-29,White Cylinder,398,592636.61,130252.71,Hosur,1500,Mohit,SmartSalesAI_2024_AlGasCylinders_Dummy.csv
2024-02-05,Orange Cylinder,376,717668.06,492559.71,Bangalore,3000,Tarun,SmartSalesAI_2024_AlGasCylinders_Dummy.csv
2024-02-12,Orange Cylinder,596,264489.99,465429.23,Chennai,3500,Mohit,SmartSalesAI_2024_AlGasCylinders_Dummy.csv
2024-02-19,White Cylinder,365,328082.72,160644.02,Faridabad,2500,Mohit,SmartSalesAI_2024_AlGasCylinders_Dummy.csv
2024-02-26,Orange Cylinder,166,248210.69,529052.55,Pune,3000,Deepa,SmartSalesAI_2024_AlGasCylinders_Dummy.csv
2024-03-04,White Cylinder,310,317612.07,193762.06,Chennai,3500,Ritu,SmartSalesAI_2024_AlGasCylinders_Dummy.csv
2024-03-11,Orange Cylinder,374,212192.75,304034.06,Hosur,2000,Mohit,SmartSalesAI_2024_AlGasCylinders_Dummy.csv
2024-03-18,Silver Cylinder,269,676163.64,511843.42,Bangalore,1500,Tarun,SmartSalesAI_2024_AlGasCylinders_Dummy.csv
2024-03-25,Orange Cylinder,210,483880.16,290598.96,Bangalore,3500,Mohit,SmartSalesAI_2024_AlGasCylinders_Dummy.csv
2024-04-01,Orange Cylinder,486,613478.32,476670.76,Chennai,3500,Ritu,SmartSalesAI_2024_AlGasCylinders_Dummy.csv
2024-04-08,Silver Cylinder,370,508603.04,317513.66,Chennai,3000,Mohit,SmartSalesAI_2024_AlGasCylinders_Dummy.csv
2024-04-15,White Cylinder,110,671664.19,390402.13,Pune,3500,Deepa,SmartSalesAI_2024_AlGasCylinders_Dummy.csv
2024-04-22,Orange Cylinder,284,221698.45,444066.41,Faridabad,1500,Faizan,SmartSalesAI_2024_AlGasCylinders_Dummy.csv
2024-04-29,White Cylinder,381,627128.39,294527.45,Hosur,3000,Mohit,SmartSalesAI_2024_AlGasCylinders_Dummy.csv
2024-05-06,Silver Cylinder,574,305169.79,547195.05,Faridabad,1500,Faizan,SmartSalesAI_2024_AlGasCylinders_Dummy.csv
2024-05-13,White Cylinder,516,246573.76,273270.15,Faridabad,2500,Deepa,SmartSalesAI_2024_AlGasCylinders_Dummy.csv
2024-05-20,Orange Cylinder,124,264829.88,431409.49,Chennai,2500,Faizan,SmartSalesAI_2024_AlGasCylinders_Dummy.csv
2024-05-27,Orange Cylinder,413,257415.31,146230.67,Bangalore,1500,Mohit,SmartSalesAI_2024_AlGasCylinders_Dummy.csv
2024-06-03,Orange Cylinder,134,555445.64,195122.85,Pune,3000,Tarun,SmartSalesAI_2024_AlGasCylinders_Dummy.csv
2024-06-10,White Cylinder,298,584037.1,234086.95,Faridabad,2000,Mohit,SmartSalesAI_2024_AlGasCylinders_Dummy.csv
2024-06-17,Orange Cylinder,473,531259.77,169426.86,Bangalore,3000,Deepa,SmartSalesAI_2024_AlGasCylinders_Dummy.csv
2024-06-24,Orange Cylinder,190,518958.08,388699.07,Hosur,1500,Deepa,SmartSalesAI_2024_AlGasCylinders_Dummy.csv
2024-07-01,Orange Cylinder,298,348426.7,590495.82,Faridabad,3000,Tarun,SmartSalesAI_2024_AlGasCylinders_Dummy.csv
2024-07-08,Silver Cylinder,543,700455.93,304121.1,Hosur,3000,Deepa,SmartSalesAI_2024_AlGasCylinders_Dummy.csv
2024-07-15,Silver Cylinder,157,203942.45,512476.96,Chennai,2000,Deepa,SmartSalesAI_2024_AlGasCylinders_Dummy.csv
2024-07-22,White Cylinder,179,490847.2,375001.76,Bangalore,3500,Deepa,SmartSalesAI_2024_AlGasCylinders_Dummy.csv
2024-07-29,Silver Cylinder,382,722074.28,174040.12,Pune,1500,Deepa,SmartSalesAI_2024_AlGasCylinders_Dummy.csv
2024-08-05,Silver Cylinder,574,641458.81,234668.2,Hosur,2500,Mohit,SmartSalesAI_2024_AlGasCylinders_Dummy.csv
2024-08-12,Orange Cylinder,328,407390.9,399853.43,Chennai,2000,Deepa,SmartSalesAI_2024_AlGasCylinders_Dummy.csv
